supplier,region,weather,shipment_mode,product_category,distance_km,supplier_reliability,lead_time_days,order_volume,inventory_level,route_risk,traffic_index,disrupted
Supplier_A,Central,Storm,Road,Electronics,477.0,0.891,10.5,598.0,460.0,0.456,0.678,1
Supplier_E,South,Heatwave,Air,Food,1104.0,0.688,12.5,589.0,865.0,0.514,0.752,1
Supplier_C,East,Storm,Road,Electronics,656.0,0.682,6.5,347.0,747.0,0.548,0.382,1
Supplier_A,East,Clear,Sea,Textile,454.0,0.896,8.0,513.0,307.0,0.366,0.719,0
Supplier_E,North,Heatwave,Sea,Food,509.0,0.838,9.2,280.0,575.0,0.01,0.13,0
Supplier_D,East,Clear,Sea,Automotive,662.0,0.404,2.0,367.0,1007.0,0.582,0.692,1
Supplier_A,North,Heatwave,Road,Pharma,991.0,0.756,8.8,232.0,363.0,0.171,0.205,0
Supplier_A,North,Flood,Road,Pharma,412.0,0.799,4.7,283.0,498.0,0.124,0.598,1
Supplier_A,North,Heatwave,Rail,Food,353.0,0.729,12.9,377.0,613.0,0.129,0.748,0
Supplier_B,Central,Clear,Rail,Automotive,192.0,0.804,5.4,332.0,366.0,0.847,0.695,0
Supplier_A,East,Clear,Rail,Pharma,577.0,0.509,8.7,283.0,888.0,0.438,0.139,0
Supplier_D,Central,Rain,Road,Pharma,185.0,0.355,5.5,186.0,396.0,0.142,0.402,1
Supplier_C,East,Rain,Road,Electronics,429.0,0.634,12.6,773.0,194.0,0.213,0.658,1
Supplier_E,South,Rain,Road,Food,314.0,0.822,4.5,330.0,385.0,0.35,0.651,0
Supplier_D,West,Heatwave,Road,Automotive,829.0,0.296,9.5,479.0,644.0,0.458,0.561,1
Supplier_D,Central,Rain,Road,Food,418.0,0.653,7.9,103.0,324.0,0.406,0.016,0
Supplier_C,East,Clear,Sea,Pharma,653.0,0.492,7.2,664.0,566.0,0.164,0.764,0
Supplier_A,North,Clear,Road,Pharma,133.0,0.744,6.7,450.0,624.0,0.413,0.803,0
Supplier_A,South,Clear,Rail,Pharma,584.0,1.0,4.0,340.0,234.0,0.228,0.536,0
Supplier_D,Central,Clear,Sea,Pharma,237.0,0.747,1.0,342.0,376.0,0.559,0.55,0
Supplier_A,East,Clear,Road,Pharma,439.0,0.764,9.2,576.0,577.0,0.361,0.611,0
Supplier_A,Central,Storm,Rail,Textile,1125.0,0.906,4.5,20.0,655.0,0.198,0.821,1
Supplier_B,East,Storm,Air,Pharma,792.0,0.783,9.5,272.0,381.0,0.488,0.555,1
Supplier_E,North,Rain,Road,Pharma,517.0,0.748,7.1,399.0,533.0,0.427,0.458,0
Supplier_C,Central,Clear,Rail,Automotive,1382.0,0.919,9.6,396.0,438.0,0.255,0.584,0
Supplier_D,West,Rain,Sea,Textile,312.0,0.851,8.4,871.0,660.0,0.496,0.498,1
Supplier_C,West,Storm,Air,Food,853.0,,1.0,359.0,614.0,0.476,0.5,0
Supplier_A,Central,Flood,Sea,Automotive,152.0,0.759,7.8,598.0,418.0,0.59,0.112,1
Supplier_B,North,Rain,Sea,Electronics,487.0,0.728,5.0,746.0,605.0,0.492,0.615,0
Supplier_A,Central,Storm,Road,Food,200.0,0.918,9.5,541.0,409.0,0.307,0.758,1
Supplier_D,South,Rain,Air,Electronics,617.0,0.73,7.8,299.0,601.0,0.012,0.724,0
Supplier_A,Central,Clear,Rail,Electronics,565.0,0.965,7.8,189.0,604.0,0.387,,0
Supplier_B,North,Flood,Air,Food,470.0,0.623,5.2,554.0,1022.0,0.418,0.488,1
Supplier_E,East,Clear,Air,Pharma,834.0,0.995,3.3,716.0,426.0,0.36,0.532,0
Supplier_C,West,Clear,Air,Electronics,403.0,0.851,4.7,518.0,469.0,0.01,0.762,0
Supplier_C,North,Clear,Sea,Electronics,635.0,0.635,1.0,642.0,358.0,0.486,0.691,1
Supplier_C,North,Rain,Road,Automotive,763.0,0.856,4.2,887.0,273.0,0.168,0.827,0
Supplier_D,Central,Rain,Air,Food,164.0,0.682,1.6,571.0,400.0,0.487,0.352,0
Supplier_B,North,Rain,Road,Pharma,355.0,0.785,1.7,222.0,646.0,0.69,0.351,0
Supplier_D,West,Clear,Rail,Textile,564.0,0.707,6.3,429.0,662.0,0.299,0.427,0
Supplier_E,Central,Clear,Air,Pharma,714.0,0.76,7.6,667.0,565.0,0.438,0.293,0
Supplier_C,West,Flood,Air,Textile,920.0,0.921,5.9,375.0,435.0,0.357,0.209,0
Supplier_C,East,Clear,Road,Pharma,494.0,0.858,4.5,691.0,391.0,0.455,0.603,0
Supplier_A,East,Heatwave,Rail,Electronics,468.0,,3.2,408.0,298.0,0.371,0.588,0
Supplier_B,West,Clear,Road,Electronics,323.0,0.62,5.0,480.0,377.0,0.247,0.554,0
Supplier_E,East,Rain,Road,Pharma,636.0,0.821,3.5,357.0,215.0,0.169,0.578,1
Supplier_C,East,Rain,Road,Electronics,473.0,0.831,5.8,449.0,799.0,0.668,0.178,1
Supplier_B,North,Flood,Sea,Electronics,479.0,0.679,1.4,458.0,904.0,0.438,0.394,1
Supplier_C,West,Clear,Road,Pharma,526.0,1.0,8.1,130.0,74.0,0.516,0.435,0
Supplier_C,West,Heatwave,Sea,Textile,693.0,0.902,4.3,341.0,564.0,0.43,0.511,1
Supplier_C,West,Rain,Road,Pharma,403.0,0.686,7.1,198.0,560.0,0.545,0.179,0
Supplier_D,North,Rain,Air,Pharma,349.0,0.672,8.7,347.0,546.0,0.171,0.296,0
Supplier_B,West,Rain,Rail,Textile,662.0,0.746,7.0,277.0,370.0,0.367,0.404,1
Supplier_D,West,Clear,Air,Pharma,50.0,0.73,8.4,602.0,725.0,0.451,0.733,0
Supplier_C,North,Rain,Rail,Textile,393.0,0.968,1.0,604.0,590.0,0.609,0.558,0
Supplier_E,Central,Clear,Air,Automotive,251.0,0.928,4.5,521.0,728.0,0.885,0.725,0
Supplier_A,East,Clear,Sea,Textile,863.0,0.785,9.3,192.0,338.0,0.432,0.473,0
Supplier_A,East,Rain,Rail,Food,435.0,0.882,7.5,402.0,196.0,0.218,0.5,0
Supplier_C,West,Rain,Road,Food,404.0,0.903,11.5,178.0,596.0,0.111,0.61,0
Supplier_C,East,Clear,Road,Pharma,537.0,0.789,11.1,393.0,288.0,0.169,0.461,0
Supplier_D,East,Clear,Air,Food,395.0,0.84,,537.0,732.0,0.195,0.363,0
Supplier_C,South,Clear,Rail,Automotive,445.0,0.869,5.2,599.0,32.0,0.01,0.172,0
Supplier_E,Central,Clear,Rail,Textile,575.0,0.853,3.1,505.0,397.0,0.215,0.368,0
Supplier_C,Central,Rain,Rail,Electronics,440.0,0.663,4.6,647.0,364.0,0.493,0.684,0
Supplier_A,North,Clear,Road,Electronics,438.0,0.678,4.8,467.0,427.0,0.365,0.777,0
Supplier_A,West,Flood,Air,Electronics,287.0,0.737,4.2,378.0,557.0,0.298,0.33,1
Supplier_E,North,Clear,Air,Automotive,250.0,0.674,3.2,577.0,587.0,0.026,0.119,0
Supplier_A,South,Clear,Air,Electronics,566.0,0.559,7.2,583.0,641.0,0.56,0.704,0
Supplier_E,Central,Flood,Air,Textile,630.0,0.881,11.1,326.0,666.0,0.452,0.515,1
Supplier_B,North,Clear,Sea,Pharma,179.0,0.832,8.8,488.0,462.0,0.347,0.204,0
Supplier_A,South,Clear,Rail,Pharma,748.0,0.579,5.0,367.0,964.0,0.01,0.01,0
Supplier_B,South,Heatwave,Sea,Textile,749.0,0.744,9.0,58.0,805.0,0.252,0.288,1
Supplier_D,West,Heatwave,Road,Automotive,803.0,,7.0,499.0,431.0,0.437,0.398,1
Supplier_C,East,Storm,Rail,Food,628.0,0.807,5.9,187.0,470.0,0.344,0.247,0
Supplier_D,East,Clear,Air,Textile,716.0,0.618,5.7,479.0,427.0,0.388,0.652,0
Supplier_D,Central,Rain,Rail,Automotive,1118.0,0.577,5.4,144.0,580.0,0.487,0.321,0
Supplier_C,East,Heatwave,Road,Automotive,472.0,0.858,8.0,290.0,286.0,0.381,0.503,1
Supplier_D,West,Heatwave,Rail,Pharma,278.0,0.55,6.4,342.0,326.0,0.48,1.0,1
Supplier_E,North,Clear,Road,Textile,151.0,0.745,3.8,636.0,23.0,0.181,0.526,0
Supplier_C,South,Clear,Sea,Automotive,1006.0,0.731,3.7,324.0,412.0,0.105,0.475,0
Supplier_A,Central,Clear,Road,Textile,1010.0,0.762,6.9,227.0,734.0,0.445,0.48,0
Supplier_C,Central,Clear,Road,Textile,310.0,0.818,7.3,486.0,467.0,0.486,0.647,1
Supplier_E,West,Rain,Rail,Food,361.0,1.0,5.1,381.0,479.0,0.454,0.62,0
Supplier_B,South,Clear,Road,Pharma,466.0,0.54,2.6,562.0,561.0,0.376,0.279,0
Supplier_E,North,Clear,Road,Textile,868.0,0.911,9.8,238.0,280.0,0.285,0.41,0
Supplier_C,Central,Clear,Rail,Textile,215.0,0.403,9.1,458.0,506.0,0.392,0.353,0
Supplier_D,West,Rain,Rail,Electronics,50.0,0.989,1.0,865.0,696.0,0.426,0.438,0
Supplier_B,South,Clear,Road,Automotive,1114.0,0.474,10.0,377.0,567.0,0.438,0.902,1
Supplier_E,East,Clear,Rail,Automotive,631.0,1.0,5.4,454.0,715.0,0.871,0.636,0
Supplier_A,West,Clear,Rail,Automotive,668.0,0.722,6.6,121.0,778.0,0.166,0.482,0
Supplier_B,East,Heatwave,Air,Textile,497.0,0.974,9.4,266.0,646.0,0.995,0.774,1
Supplier_C,Central,Clear,Road,Pharma,671.0,0.943,11.0,503.0,343.0,0.099,0.541,0
Supplier_C,North,Rain,Road,Textile,156.0,,9.0,361.0,424.0,0.427,0.14,0
Supplier_C,South,Clear,Sea,Automotive,331.0,0.726,6.7,531.0,925.0,0.111,0.866,0
Supplier_A,North,Clear,Rail,Electronics,577.0,0.654,1.9,496.0,569.0,0.411,0.466,0
Supplier_B,West,Clear,Road,Food,50.0,0.898,1.0,183.0,540.0,0.546,0.01,0
Supplier_A,West,Clear,Sea,Electronics,471.0,0.716,8.6,603.0,311.0,0.357,0.148,0
Supplier_C,Central,Clear,Road,Textile,455.0,0.657,10.0,196.0,480.0,0.545,0.748,0
Supplier_B,East,Rain,Air,Automotive,471.0,0.861,3.6,282.0,658.0,0.265,0.152,0
Supplier_C,North,Rain,Air,Textile,407.0,0.645,5.2,461.0,503.0,0.01,0.797,0
Supplier_C,East,Clear,Sea,Automotive,291.0,0.731,4.3,702.0,386.0,0.475,0.518,0
Supplier_D,North,Clear,Sea,Pharma,76.0,0.796,4.2,239.0,437.0,0.356,0.657,0
Supplier_C,West,Rain,Road,Food,588.0,0.684,9.2,447.0,762.0,0.254,0.444,0
Supplier_D,West,Clear,Air,Textile,472.0,0.706,6.7,448.0,647.0,0.268,0.615,0
Supplier_C,Central,Clear,Road,Electronics,192.0,1.0,5.3,538.0,617.0,0.431,0.57,0
Supplier_D,South,Clear,Rail,Textile,566.0,0.749,14.0,633.0,597.0,0.187,0.492,0
Supplier_D,South,Clear,Rail,Food,473.0,0.726,1.7,347.0,240.0,0.425,0.266,0
Supplier_B,North,Clear,Road,Food,430.0,0.754,7.6,602.0,560.0,0.588,0.579,0
Supplier_B,East,Heatwave,Road,Automotive,50.0,0.848,2.9,659.0,735.0,0.762,0.1,0
Supplier_D,East,Heatwave,Road,Electronics,728.0,0.625,5.5,741.0,443.0,0.631,0.705,1
Supplier_B,West,Heatwave,Road,Electronics,229.0,0.844,6.4,510.0,715.0,0.382,0.543,0
Supplier_C,West,Clear,Road,Electronics,566.0,0.818,8.5,448.0,620.0,0.402,0.602,0
Supplier_A,North,Clear,Sea,Automotive,340.0,0.512,5.2,335.0,682.0,0.27,0.01,0
Supplier_C,South,Clear,Rail,Electronics,449.0,1.0,4.9,157.0,511.0,0.257,0.252,0
Supplier_C,East,Clear,Air,Automotive,850.0,0.999,5.2,370.0,695.0,0.524,0.389,0
Supplier_D,South,Clear,Sea,Electronics,688.0,0.66,2.8,440.0,178.0,0.288,0.648,0
Supplier_C,North,Clear,Air,Automotive,844.0,0.612,7.9,400.0,507.0,0.423,0.293,0
Supplier_B,Central,Clear,Road,Textile,636.0,0.814,6.8,528.0,657.0,0.157,1.0,0
Supplier_E,West,Clear,Sea,Food,653.0,0.566,7.3,158.0,565.0,0.624,0.442,0
Supplier_C,East,Clear,Air,Pharma,87.0,0.985,5.8,387.0,741.0,0.286,0.276,0
Supplier_E,South,Storm,Air,Food,467.0,0.71,5.4,779.0,465.0,0.568,0.459,1
Supplier_D,Central,Clear,Sea,Automotive,492.0,1.0,9.5,599.0,380.0,0.209,0.291,0
Supplier_C,North,Flood,Rail,Automotive,868.0,0.656,9.1,531.0,139.0,0.199,0.239,1
Supplier_E,East,Clear,Rail,Automotive,418.0,0.763,10.2,490.0,440.0,0.616,0.722,0
Supplier_A,Central,Rain,Sea,Food,619.0,0.97,7.1,354.0,614.0,0.225,0.613,0
Supplier_E,Central,Clear,Rail,Automotive,609.0,0.732,10.1,104.0,667.0,0.036,0.614,0
Supplier_E,South,Rain,Sea,Pharma,851.0,0.821,4.8,502.0,192.0,0.142,0.781,1
Supplier_C,West,Clear,Road,Pharma,515.0,0.944,5.4,20.0,759.0,0.521,0.607,0
Supplier_D,North,Clear,Road,Textile,765.0,0.697,9.6,361.0,286.0,0.502,0.265,0
Supplier_C,North,Rain,Rail,Food,107.0,0.591,8.5,419.0,473.0,0.197,0.656,1
Supplier_B,South,Clear,Road,Textile,130.0,0.561,5.1,340.0,375.0,0.224,0.252,0
Supplier_D,Central,Clear,Sea,Automotive,50.0,0.868,2.9,811.0,592.0,0.485,0.395,0
Supplier_B,West,Heatwave,Road,Food,754.0,0.838,5.4,748.0,521.0,0.613,0.49,0
Supplier_B,East,Clear,Air,Food,725.0,0.939,3.9,606.0,649.0,0.336,0.468,0
Supplier_C,South,Rain,Road,Automotive,783.0,0.739,11.2,253.0,906.0,0.461,0.106,0
Supplier_E,North,Rain,Sea,Electronics,374.0,0.565,8.3,766.0,588.0,0.525,0.287,1
Supplier_B,South,Clear,Road,Food,403.0,0.427,3.7,531.0,373.0,0.781,0.495,1
Supplier_C,North,Clear,Road,Automotive,519.0,1.0,2.9,250.0,601.0,0.119,0.366,0
Supplier_A,North,Clear,Road,Electronics,925.0,0.859,3.7,426.0,928.0,0.216,0.748,0
Supplier_A,West,Storm,Rail,Electronics,990.0,0.801,4.3,593.0,644.0,0.249,0.785,1
Supplier_A,North,Clear,Sea,Electronics,756.0,0.822,5.5,312.0,708.0,0.516,0.254,0
Supplier_A,North,Clear,Sea,Food,636.0,0.565,9.3,445.0,149.0,0.3,0.513,0
Supplier_E,East,Clear,Road,Pharma,897.0,0.661,3.1,477.0,585.0,0.412,0.848,0
Supplier_E,South,Heatwave,Rail,Food,483.0,1.0,12.9,222.0,441.0,0.374,0.47,1
Supplier_E,East,Storm,Road,Electronics,448.0,0.879,3.2,371.0,350.0,0.35,0.41,1
Supplier_A,North,Heatwave,Rail,Pharma,516.0,0.665,1.8,235.0,495.0,0.371,0.689,0
Supplier_A,South,Rain,Rail,Electronics,296.0,0.596,11.1,576.0,524.0,0.556,0.44,1
Supplier_B,East,Rain,Road,Textile,504.0,0.703,10.0,257.0,363.0,0.156,0.78,1
Supplier_C,West,Rain,Rail,Food,259.0,0.733,5.5,473.0,541.0,0.32,0.369,0
Supplier_B,East,Heatwave,Sea,Electronics,817.0,1.0,7.1,170.0,462.0,0.107,0.396,0
Supplier_C,East,Rain,Road,Food,691.0,0.752,7.2,216.0,655.0,0.395,0.674,1
Supplier_A,East,Clear,Road,Textile,922.0,0.602,6.4,207.0,550.0,0.311,0.522,0
Supplier_D,South,Rain,Road,Textile,126.0,0.771,2.1,368.0,583.0,0.564,0.524,0
Supplier_B,South,Rain,Road,Textile,1044.0,0.82,1.0,452.0,715.0,0.349,0.08,0
Supplier_A,East,Clear,Road,Food,141.0,0.588,3.5,486.0,622.0,0.261,0.422,0
Supplier_D,North,Clear,Rail,Pharma,238.0,0.84,11.4,101.0,499.0,0.301,0.69,0
Supplier_E,West,Clear,Road,Pharma,389.0,0.961,11.6,390.0,41.0,0.695,0.328,0
Supplier_A,West,Flood,Air,Pharma,890.0,0.801,5.2,285.0,613.0,0.036,0.654,1
Supplier_C,South,Clear,Sea,Textile,609.0,0.66,3.1,516.0,299.0,0.224,0.559,0
Supplier_E,South,Flood,Sea,Electronics,487.0,0.701,6.8,372.0,481.0,0.357,0.456,1
Supplier_D,South,Clear,Air,Textile,344.0,,7.3,405.0,582.0,0.223,0.799,0
Supplier_E,West,Storm,Road,Textile,192.0,0.76,7.8,286.0,793.0,0.448,0.425,1
Supplier_C,West,Clear,Road,Textile,844.0,0.827,1.0,730.0,905.0,0.339,0.441,0
Supplier_B,North,Heatwave,Road,Automotive,758.0,0.646,15.5,189.0,297.0,0.401,0.454,1
Supplier_D,East,Rain,Sea,Textile,902.0,1.0,9.4,348.0,211.0,0.374,0.518,0
Supplier_A,North,Clear,Sea,Electronics,653.0,0.899,5.4,439.0,572.0,0.329,0.669,0
Supplier_B,East,Clear,Road,Textile,50.0,,3.8,375.0,553.0,0.092,0.176,0
Supplier_D,South,Clear,Road,Food,226.0,0.514,9.0,282.0,236.0,0.385,0.691,1
Supplier_D,South,Clear,Rail,Textile,671.0,0.632,7.5,94.0,496.0,0.01,0.515,0
Supplier_A,East,Storm,Road,Electronics,454.0,1.0,6.3,296.0,631.0,0.216,0.622,0
Supplier_C,South,Heatwave,Sea,Textile,405.0,0.914,7.4,247.0,229.0,0.448,1.0,1
Supplier_B,South,Rain,Road,Food,263.0,1.0,5.7,722.0,281.0,0.588,,0
Supplier_C,West,Rain,Road,Electronics,796.0,0.782,7.2,828.0,358.0,0.82,0.231,0
Supplier_E,Central,Clear,Road,Food,669.0,0.749,8.2,411.0,453.0,0.264,0.543,0
Supplier_A,North,Flood,Road,Electronics,680.0,0.593,7.0,167.0,653.0,0.177,0.577,1
Supplier_E,South,Flood,Road,Electronics,385.0,0.832,6.9,553.0,428.0,0.454,0.692,1
Supplier_C,Central,Clear,Sea,Food,596.0,0.751,10.2,243.0,512.0,0.724,0.382,0
Supplier_D,East,Heatwave,Road,Textile,202.0,0.745,1.2,321.0,994.0,0.657,0.317,0
Supplier_C,South,Clear,Rail,Electronics,516.0,1.0,3.6,307.0,290.0,0.143,0.163,0
Supplier_B,East,Storm,Road,Pharma,50.0,0.761,6.1,330.0,356.0,0.322,0.199,1
Supplier_D,North,Heatwave,Road,Pharma,142.0,0.98,3.8,356.0,649.0,0.52,0.408,0
Supplier_D,North,Storm,Road,Food,466.0,0.542,4.8,184.0,717.0,0.534,0.474,1
Supplier_A,West,Clear,Road,Electronics,1168.0,1.0,9.9,294.0,591.0,0.468,0.954,0
Supplier_D,East,Rain,Road,Automotive,82.0,0.724,5.6,604.0,898.0,0.26,0.128,0
Supplier_D,West,Clear,Road,Food,227.0,0.886,1.0,414.0,570.0,0.467,0.574,0
Supplier_B,South,Storm,Sea,Textile,606.0,0.91,4.7,443.0,65.0,0.536,0.34,1
Supplier_E,Central,Clear,Air,Pharma,1010.0,0.705,6.2,20.0,521.0,0.164,0.549,0
Supplier_D,East,Rain,Sea,Food,603.0,0.903,6.1,591.0,374.0,0.616,0.378,0
Supplier_B,West,Heatwave,Road,Electronics,733.0,0.911,7.7,297.0,804.0,0.548,0.728,0
Supplier_A,North,Clear,Air,Textile,462.0,0.673,7.4,622.0,712.0,0.202,0.726,0
Supplier_D,North,Clear,Air,Textile,417.0,0.675,5.6,448.0,150.0,0.535,,0
Supplier_B,West,Rain,Road,Pharma,571.0,0.787,2.4,319.0,797.0,0.513,0.817,0
Supplier_D,Central,Clear,Road,Food,379.0,0.763,4.7,118.0,707.0,0.52,0.667,0
Supplier_C,Central,Clear,Rail,Textile,738.0,0.989,4.1,811.0,429.0,0.665,0.806,0
Supplier_C,South,Clear,Air,Pharma,132.0,0.885,5.1,565.0,483.0,0.348,0.491,0
Supplier_A,North,Clear,Rail,Pharma,781.0,0.769,8.1,575.0,806.0,0.416,0.709,0
Supplier_D,Central,Rain,Road,Pharma,560.0,0.871,7.2,747.0,66.0,0.01,0.331,0
Supplier_A,West,Rain,Sea,Automotive,494.0,0.473,8.5,460.0,598.0,0.573,0.309,1
Supplier_C,South,Clear,Road,Pharma,123.0,0.688,4.8,663.0,741.0,0.554,0.98,0
Supplier_E,West,Clear,Sea,Electronics,295.0,0.823,10.5,334.0,480.0,0.621,0.261,0
Supplier_E,Central,Clear,Sea,Electronics,862.0,0.947,8.0,553.0,643.0,0.163,0.404,0
Supplier_E,South,Clear,Sea,Textile,496.0,,6.3,307.0,523.0,0.542,0.082,0
Supplier_E,West,Storm,Air,Textile,622.0,0.999,,329.0,328.0,0.554,0.314,0
Supplier_C,West,Clear,Road,Textile,321.0,0.91,4.0,437.0,322.0,0.22,0.281,0
Supplier_B,East,Rain,Rail,Pharma,542.0,0.707,1.0,192.0,657.0,0.561,0.353,0
Supplier_E,West,Heatwave,Air,Food,193.0,0.759,4.2,479.0,360.0,0.443,0.566,0
Supplier_E,South,Rain,Air,Food,576.0,0.841,8.2,364.0,165.0,0.01,0.619,0
Supplier_E,Central,Rain,Road,Food,646.0,0.713,6.2,62.0,527.0,0.467,0.279,0
Supplier_D,Central,Clear,Road,Electronics,633.0,1.0,5.6,338.0,387.0,0.197,,0
Supplier_A,Central,Clear,Road,Food,315.0,0.614,3.5,358.0,236.0,0.015,0.738,0
Supplier_C,West,Clear,Rail,Electronics,461.0,0.827,1.0,574.0,516.0,0.423,0.875,0
Supplier_C,North,Storm,Rail,Pharma,690.0,0.89,10.3,471.0,669.0,0.337,0.776,1
Supplier_E,South,Flood,Sea,Pharma,495.0,0.733,5.4,681.0,504.0,0.631,0.138,1
Supplier_B,East,Clear,Air,Automotive,475.0,0.699,4.7,514.0,265.0,0.386,0.762,0
Supplier_B,Central,Clear,Air,Textile,1045.0,0.769,4.0,320.0,606.0,0.506,0.908,0
Supplier_A,East,Clear,Road,Automotive,303.0,0.902,9.8,409.0,728.0,0.452,0.127,0
Supplier_E,East,Rain,Rail,Food,831.0,0.705,8.6,357.0,987.0,0.554,0.738,1
Supplier_D,North,Rain,Road,Food,250.0,0.62,3.1,508.0,817.0,0.173,0.55,0
Supplier_A,West,Rain,Road,Food,720.0,0.953,9.5,431.0,279.0,0.39,0.428,0
Supplier_C,South,Heatwave,Road,Electronics,734.0,0.84,5.6,307.0,689.0,0.322,0.523,0
Supplier_C,North,Clear,Road,Textile,417.0,0.931,4.2,422.0,556.0,0.481,0.598,0
Supplier_C,Central,Rain,Road,Textile,233.0,0.894,5.1,503.0,247.0,0.401,0.755,0
Supplier_E,North,Rain,Rail,Pharma,50.0,1.0,3.7,239.0,562.0,0.227,0.743,0
Supplier_A,North,Clear,Road,Electronics,390.0,0.947,2.0,477.0,922.0,0.282,0.168,0
Supplier_B,North,Heatwave,Road,Electronics,687.0,0.671,8.3,136.0,763.0,0.68,0.357,0
Supplier_A,East,Clear,Road,Automotive,270.0,0.851,5.3,619.0,277.0,0.011,0.521,0
Supplier_B,North,Storm,Rail,Electronics,575.0,0.696,7.9,515.0,503.0,0.492,0.846,1
Supplier_E,Central,Storm,Rail,Electronics,166.0,0.712,6.9,713.0,608.0,0.598,0.01,0
Supplier_E,East,Heatwave,Road,Automotive,489.0,0.568,7.6,219.0,119.0,0.466,0.366,1
Supplier_A,South,Rain,Road,Electronics,252.0,0.737,1.0,624.0,127.0,0.744,0.164,0
Supplier_D,North,Clear,Sea,Electronics,530.0,0.862,3.4,588.0,534.0,0.538,0.199,0
Supplier_B,East,Flood,Rail,Electronics,420.0,0.77,7.7,387.0,537.0,0.427,0.717,1
Supplier_A,North,Storm,Air,Automotive,241.0,0.615,2.2,352.0,95.0,0.257,0.383,0
Supplier_B,Central,Rain,Rail,Pharma,379.0,0.552,7.1,225.0,585.0,0.431,0.01,0
Supplier_A,South,Storm,Sea,Pharma,307.0,1.0,1.8,178.0,739.0,0.486,0.465,0
Supplier_C,East,Clear,Sea,Automotive,208.0,0.829,6.0,285.0,452.0,0.351,0.948,0
Supplier_E,North,Rain,Road,Electronics,832.0,0.656,10.8,194.0,513.0,0.201,0.103,0
Supplier_C,North,Flood,Air,Food,456.0,0.849,8.3,707.0,626.0,0.109,0.617,1
Supplier_D,South,Clear,Road,Food,50.0,1.0,1.0,150.0,597.0,0.387,0.845,0
Supplier_C,North,Rain,Air,Automotive,388.0,0.873,8.5,447.0,133.0,0.054,0.489,0
Supplier_A,West,Heatwave,Road,Automotive,788.0,0.362,11.5,498.0,301.0,0.256,0.924,1
Supplier_A,Central,Storm,Road,Automotive,352.0,1.0,14.4,484.0,413.0,0.01,0.355,1
Supplier_B,Central,Flood,Sea,Pharma,939.0,0.503,7.4,500.0,311.0,0.517,0.818,1
Supplier_B,South,Clear,Sea,Electronics,327.0,0.749,1.9,590.0,823.0,0.581,0.766,0
Supplier_E,West,Heatwave,Road,Food,681.0,0.61,7.3,340.0,640.0,0.366,0.493,1
Supplier_E,East,Clear,Sea,Electronics,820.0,0.669,10.8,436.0,256.0,0.716,0.173,1
Supplier_E,North,Rain,Road,Food,667.0,0.823,5.4,367.0,453.0,0.619,0.28,0
Supplier_D,North,Clear,Rail,Automotive,193.0,0.469,9.1,654.0,749.0,0.446,0.01,0
Supplier_C,East,Storm,Sea,Textile,305.0,0.766,3.5,798.0,358.0,0.327,0.631,1
Supplier_D,East,Heatwave,Road,Automotive,854.0,0.952,7.1,205.0,687.0,0.28,0.604,0
Supplier_C,North,Storm,Rail,Textile,341.0,0.654,1.0,54.0,804.0,0.462,0.517,1
Supplier_D,Central,Rain,Air,Food,804.0,0.571,3.1,522.0,768.0,0.322,0.473,0
Supplier_D,West,Clear,Road,Food,438.0,0.759,6.0,613.0,540.0,0.46,0.799,0
Supplier_D,East,Rain,Road,Pharma,587.0,0.729,4.9,772.0,775.0,0.474,0.566,1
Supplier_D,Central,Rain,Road,Automotive,190.0,0.691,2.1,553.0,385.0,0.304,0.378,0
Supplier_A,Central,Clear,Air,Textile,392.0,0.602,4.5,671.0,1047.0,0.569,0.532,0
Supplier_D,Central,Rain,Road,Pharma,322.0,0.858,7.0,719.0,553.0,0.304,0.95,0
Supplier_B,South,Flood,Road,Electronics,609.0,0.869,5.7,684.0,752.0,0.354,0.637,1
Supplier_D,Central,Storm,Air,Electronics,574.0,0.62,6.2,579.0,420.0,0.154,0.414,1
Supplier_C,East,Storm,Road,Automotive,670.0,0.641,8.2,189.0,610.0,0.296,0.49,1
Supplier_E,West,Clear,Road,Automotive,422.0,0.8,5.0,418.0,620.0,0.782,0.602,0
Supplier_B,Central,Rain,Air,Electronics,308.0,0.635,10.1,474.0,296.0,0.17,0.407,0
Supplier_E,North,Clear,Air,Electronics,598.0,0.807,3.0,402.0,289.0,0.438,0.388,0
Supplier_E,East,Clear,Road,Automotive,282.0,1.0,11.8,413.0,455.0,0.259,0.498,0
Supplier_B,North,Clear,Sea,Pharma,830.0,0.771,9.3,702.0,743.0,0.01,0.834,0
Supplier_C,South,Clear,Air,Food,520.0,0.598,4.9,284.0,97.0,0.462,0.674,0
Supplier_C,East,Clear,Road,Pharma,465.0,0.839,5.1,564.0,420.0,0.239,0.41,0
Supplier_D,Central,Rain,Air,Automotive,670.0,0.753,6.6,477.0,788.0,0.414,0.691,0
Supplier_D,Central,Clear,Air,Automotive,530.0,0.757,7.8,266.0,229.0,0.548,0.502,0
Supplier_E,South,Clear,Rail,Electronics,119.0,0.851,9.3,226.0,776.0,0.397,0.576,0
Supplier_B,South,Clear,Rail,Electronics,274.0,0.884,2.0,114.0,252.0,0.416,0.556,0
Supplier_C,East,Rain,Air,Food,825.0,0.785,7.3,507.0,298.0,0.176,0.036,0
